journal,title,abstract,keywords,year,volume,number,doi,issn,title_length,title_character_length,abstract_length,abstract_character_length,keywords_number,title_word_limit,abstract_word_limit,keywords_limit,structured_abstract,upper,lower,longer,shorter,to_screen
ANTHROPOLOGICAL SCIENCE,"Understanding Soanian occurrences at Barn locality of Siwalik frontal range, north-western India","Paleolithic evidence of the Indian subcontinent is often expressed through the wealth of lithic antiquities from the Stone Age. In this region, the earliest known lithic remains comprise simple cores and flakes recovered from the Siwalik Hills. The Siwalik Hills are the foothills of the southern edge of the Himalayas, and area goldmine zone for Soanian lithic implements. Although Acheulean remains have also been reported, their occurrences are few. Nevertheless. these remains have been known date from the Pleistocene, which shows varied patterns of land use and intraregional versatility. In the Siwalik Hills, Soanian implements are of two kinds: (i) a chopper type of the Lower Paleolithic period and (ii) a flake type belonging to the Middle Paleolithic period. The present study was undertaken at a newly discovered Stone Age locality, Bam, located within the frontal range of the Siwalik Hills in the Bilaspur district of Himachal Pradesh, India. The area under study plays an important role in understanding the relationship between people and land. The paper explores the Soanian cultural remains of the site to obtain an in-depth understanding of its nature against the backdrop of raw material availability and exploitation. The study also throws light on the local geological and geomorphological settings of the area.",Siwalik Hills; Barn; Geomorphology; Soanian; Raw material exploitation,2021,129,"1, SI",10.1537/ase.201001,0918-7960,12,96,207,1334,5,NA,300,5,No,325,275,no,yes,yes
ANTHROPOLOGICAL SCIENCE,A stabilized maternal mortality rate estimator for biased skeletal samples,"This paper seeks to provide a stabilized (i.e. less vulnerable to differences in sex representation) equation for estimating maternal mortality for biased skeletal samples. The stabilized equation is developed and tested on the United Nations data used to develop the original method (McFadden and Oxenham, Current Anthropology, 60(1), 141-146), and is applied to 16 bioarchaeological samples from mainland Southeast Asia. First-order correlations and basic descriptive statistics were applied to the data. The stabilized equation was comparable in accuracy to the original equation. When applied to bioarchaeological samples, it proved to be advantageous where the sex ratio differed by more than 0.15 in either direction (i.e. more females or more males). The stabilized equation is an improvement over the original equation for samples that exhibit sex bias that is randomly distributed by age. This method extends the potential applications of the maternal mortality estimator.",sample bias; fertility; maternal mortality; childbirth; pregnancy,2020,128,3,10.1537/ase.2005051,0918-7960,10,74,143,981,5,NA,300,5,No,325,275,no,yes,yes
ANTHROPOLOGICAL SCIENCE,"Analysis of ancient human mitochondrial DNA from Verteba Cave, Ukraine: insights into the Late Neolithic-Chalcolithic Cucuteni-Tripolye culture","Verteba Cave (VC) in western Ukraine dates to the Eneolithic period (c. 5500 YBP), and contains the largest collection yet found of human skeletal remains associated with the Cucuteni-Tripolye culture. The subsistence economy of this people was based on agropastoralism, and included some of the largest and densest Middle Neolithic settlement sites in all of Europe. To understand further the evolutionary history of the Tripolye people, we examined population genetics patterns in mitochondrial DNA from ancient human remains excavated from VC chambers. From five commingled and secondary burial sites within the cave, we obtained 368 bp mtDNA HVR1 sequences from 22 individuals assignable to eight haplogroups: H (three haplotypes), HV (two haplotypes), W, K, and T. Overall nucleotide diversity is low (pi = 0.00621). The two largest samples, from Chamber G3 and Site 7, were significantly differentiated with respect to haplotype composition: G3 (n = 8) is dominated by haplotype W (pi = 0), whereas Site 7 (n = 15) is dominated by H haplotypes (pi = 0.00439). Tajima's D as an indication of population expansion was not significantly negative for the complete sample (D = -1.37) or for sites G3 (D = -0.973) and 7 (D = -1.35), which were analyzed separately. Individuals from the Tripolye culture buried at VC c. 5500 YBP had predominantly haplogroup H and related haplotypes. This contrasts with predominantly haplogroup U individuals in preEneolithic peoples from the same area, which suggests lack of genetic continuity in a site that has been dated to the Mesolithic. Peoples of the Tripolye culture are more closely related to other early European farmers than to Mesolithic hunter-gatherers and/or preEneolithic cultures.",mtDNA; ancient DNA; Tripolye; Eneolithic; Ukraine,2020,128,1,10.1537/ase.200205,0918-7960,17,143,272,1733,5,NA,300,5,No,325,275,no,yes,yes
ANTHROPOLOGICAL SCIENCE,Ancestry estimation using image analysis of orbital shapes from Thai and Japanese skulls,"The orbital shape is one of the most ambiguous features for morphological study in ancestry estimation. Recent research has used digital image analysis to obtain more objective and better results. The aim of this study was to create a method and formula to determine ancestry using image analysis of orbital shapes from skulls of Thai and Japanese individuals. This pilot study applied two-dimensional digital image processing techniques to analyze 440 skulls comprising 220 modern Thai and 220 modern Japanese samples of known identities. The image analysis involved four steps: pre-processing, segmentation, feature extraction, and classification. Five shape measurements of both the left and right orbital rims were selected and a formula was derived using multivariate discriminant analysis. Another set of 68 Thai and Japanese skulls was used as a blind test set for accuracy. The formula had a predicted and cross-validated accuracy of 80.7\% and a tested accuracy of 86.8\%. This methodology potentially increases the utility of orbital shapes for ancestry estimation, especially between these two subgroups of Asians.",ancestry estimation; orbital shape; image analysis; two-dimensional photograph; forensic anthropology,2020,128,1,10.1537/ase.200128,0918-7960,13,88,169,1125,5,NA,300,5,No,325,275,no,yes,yes
ANTHROPOLOGICAL SCIENCE,Bioarchaeology of human skeletons from an elite tomb at Pacopampa in Peru's northern highlands,"The Pacopampa site is one of the largest Formative Period sites in Peru's northern highlands. This study describes newly excavated human remains from the site, compares them with previous findings, and provides bioarchaeological approaches to assess social stratification in Formative Period Andes, leading to an understanding of how social stratification emerged in the Andean civilization. The human remains studied were two individuals from an elite tomb (the `Serpent-Jaguar Priests' tomb) at the ceremonial center of the site. At the bottom of the tomb, a middle-aged female was laid over the remains of a young male. The central position of the tomb and the rich repertoire of grave goods suggest that these individuals had symbolic importance and belonged to an elite social group. The possible presence of artificial cranial deformation in the female suggests that the buried individuals were socially different from the other burial individuals of this site. There is no dental caries in these two individuals. The comparison of caries frequencies between these two individuals and non-elites showed lower caries frequencies in the former than in the latter. Taking into consideration existing isotopic data of Formative Period sites, the social differences in the caries frequencies can be attributed to the elites' dietary patterns-which contained fewer cariogenic foods. Thus, this study revealed the emergence of social stratification in Peru's northern highlands and its possible pathological impacts.",artificial cranial deformation; bioarchaeology; dental caries; social stratification; stature,2020,128,1,10.1537/ase.200218,0918-7960,14,94,226,1515,5,NA,300,5,No,325,275,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"PREDICTION OF FORAGE SPECIES FOR MEGAHERBIVORE (ELEPHAS MAXIMUS) IN COIMBATORE ELEPHANT RESERVE (CER) AT THE FOOTHILLS OF WESTERN GHATS, TAMIL NADU, INDIA","Coimbatore Reserve Forest forms an integral and important part of the Nilgiri Biosphere Reserve, India. The forest areas in the Mettupalayam range and Sirumugai range of Coimbatore Forest Division were selected as study areas. It was approached in a systematic-random sampling method. Two methods viz., i) transact line survey method and ii) sample plot method, were used to document the native fodder species in the study area. Totally, 128 sample plots with the size of 20 x 20 m and 17 transact line surveys at 0.2\% sampling intensity were used. Based on the survey, 25 fodder tree species were documented; Fabaceae is the most dominant family with 12 species. In diversity analysis, S IV showed higher tree fodder diversity in terms of Simpson D (0.69), Shannon H index (2.72) and evenness index (0.44). With respect to the grass density, the maximum grass density was observed in Oplismenus burmannii followed by Dichanthium aristatum and Enteropogon monostachyus which is due to geographical condition of the Coimbatore Elephant Reserve.",elephant; feeding behavior; fodder trees; fodder grass; diversity,2023,21,1,10.15666/aeer/2101\_117132,1589-1623,22,154,166,1044,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,ACUTE PHYTOTOXICITY OF FOUR COMMON PHARMACEUTICALS ON THE GERMINATION AND GROWTH OF Lactuca sativa L.,"The pharmaceutical industry has provided an extraordinary variety of drugs that have improved human health, yet the incorrect final disposal of drugs has been released into the environment. In this research, the phytotoxic effect of four pharmaceutical products exposed to five concentrations was evaluated, using Lactuca sativa, and the percentage of germination, stem, and root length were evaluated. The four pharmaceuticals used in this bioassay caused inhibitory effects on root growth, elongation of hypocotyls, and germination of Lactuca sativa seeds. The greatest inhibition effect occurred from 10 to 1000 mg L-1, likewise significant differences, and interaction (p<0.05) were observed between concentrations and drugs. Ranitidine was the drug that had the greatest phytotoxic effect on the inhibition of germination and root growth of Lactuca sativa. The results obtained in this study could contribute as a reference to future chronic studies with Lactuca sativa, as well as to prevent or reduce the impact on ecosystems and agricultural soils.",drugs; toxicity; ranitidine; bioassay; contaminants,2022,20,5,10.15666/aeer/2005\_37373746,1589-1623,15,101,156,1056,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"ACUTE TOXICITY OF TWO COMMERCIAL PREPARATIONS OF ACETAMIPRID TO APORRECTODEA TRAPEZOIDES (DUGES, 1828) USING CONTACT FILTER PAPER TEST","Since the commercial formula is the product applied in the environment, the use of commercial preparation makes it possible to determine both the effects of the active principles and those of the adjuvants. The use of pesticides presents a burden for soil and has negative effects on earthworms, which are indicators of soil quality. This research aimed to assess the effect of two commercial Acetamiprid preparations on the cosmopolitan earthworm A. trapezoides using the filter paper contact test. The results showed that Aceplan and Rustilan were supertoxic with LC50 after 48-h of exposure of 0.064 and 0.086 mu g(ai).cm(-2), respectively. It appears that the tested commercial preparations can be as toxic as their active ingredient. In addition to mortality, direct contact with insecticides caused morphological, behavioral and physiological changes in the tested worms. This emphasizes the importance of further ecotoxicological evaluation of commercial insecticide preparations so as not to underestimate their effects on other earthworm species and on soil-dwelling organisms.",earthworm; acetamiprid; pesticide; toxicity; LC50,2022,20,6,10.15666/aeer/2006\_51735181,1589-1623,18,134,160,1086,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,AN ABIOTIC STRESS FACTOR: PHYTOTOXICITY OF HIGH DOSES OF SALICYLIC ACID ON GROWTH PARAMETERS OF TULIPA SP. UNDER GLASSHOUSE AND OUTDOOR CONDITIONS,"Abiotic and biotic stresses are the major problems in agriculture alone or in combination. Salicylic acid (SA) is recognized as a plant stress tolerance enhancer chemical by including plant metabolic activities. Besides natural occurring, exogenous usage of SA and its doses depend on plant species and growth conditions. This study was carried out to reveal the positive or negative effects on tulip (Tulipa gesneriana L. cv. Pretty Woman) growth parameters after dipping the bulbs dipped in aqueous solutions (100, 250, 500 and 1000 mg L-1) of SA under glasshouse and outdoor condition. The evaluated vegetative and flowering parameters were: emergence rate, first emergence day, duration between first- last emergence, vegetative growth success, flowering capacity, healthy flowering capacity, first flowering day, flower life, flower length and flower stalk length. The data indicated that more than 250 mg L-1 SA doses had a toxic effect on most of the measured vegetative and flowering characteristics (i.e. vegetative growth success, flowering and healthy flowering capacity) under glasshouse condition. While SA had no negative effect on the measured vegetative growth characteristics, high doses of it had also a negative effect on healthy flowering capacity at outdoor conditions. When considering the mentioned observed and measured parameters, before using SA against stress factors exogenously, SA application recommended after determining the toxicity level for any aimed plants and aimed growth conditions at first step.",Tulipa spp.; salicylic acid; toxicity; tulip; geophytes; dipping method; plant abnormalities; plant growth regulators,2022,20,6,10.15666/aeer/2006\_49254934,1589-1623,22,146,226,1535,8,14,200,5,No,225,175,yes,no,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"ASSESSMENT OF SURFACE WATER QUALITY OF THE LOWER COURSE OF THE ITAPECURU RIVER BASIN, MARANHAO STATE, BRAZIL","The Itapecuru River basin is one of the main components of the Maranhao hydrographic system, Brazil. However, this water body has faced serious environmental problems, especially with regards to the pollution of water resources. In this work, the water quality of the lower course of the Itapecuru River was analyzed based on the bimonthly collection of surface water performed at 10 sampling points located on the Itapecuru River and its tributaries between April 2018 and February 2019 using the Water Quality Index (WQI). The data were submitted to descriptive (mean and standard deviation), inferential (analysis of variance) and multivariate (principal component analysis) analyses. WQI values of the water bodies studied were distributed among the good (18.3\%), fair (71.7\%) and poor (10\%) categories. The water in the main channel and most of the streams studied presented fair quality and, therefore, acceptable for public supply purposes only after conventional treatment.",water quality; environment indicator; monitoring; public health; microbiological pollution,2022,20,6,10.15666/aeer/2006\_53815396,1589-1623,17,108,148,984,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,BIOGAS FACILITY-BASED ORGANIC FERTILIZER ENHANCES NUTRIENT UPTAKE AND GROWTH OF WHEAT (TRITICUM AESTIVUM),"The present study aimed to evaluate the effectiveness of organomineral fertilizers, which have become widespread in recent years. For this purpose, a pot experiment under greenhouse conditions was carried out to show the effect of nitrogen (N), phosphorus (P), and potassium (K) applied together or separately with an organic fertilizer (OF) originating from the biogas plant on the growth and the nutrient uptake of the model plant wheat (Triticum aestivum L. cv. Adana-99). Two different fertilizer application methods (incorporating and placement) were mimicked, and the efficacy of biogas plant-derived organic fertilizers was determined. The results of the study show that the OF applied with the plant nutrients positively affected plant growth and nutrient uptake. According to the correlation analysis, significant correlations were found between the OF application and the shoot dry weights of the plants and their P uptake. The fertilizer application 5 cm below the seedbed caused the most effective results. The correlative relationships detected in plants where the OF and N, P, and K were applied together disappeared when plant nutrients were mixed to the entire pot, and OF was used 5-10 cm or 5 cm below the seedbed. The results showed that biogas facility-based OF applications, together with the plant nutrients in the form of an organomineral fertilizer, can increase the nutrient use efficiency of plants by improving their uptake, especially that of P.",humic substances; phosphorus; organomineral; uptake; use efficiency,2022,20,6,10.15666/aeer/2006\_53435360,1589-1623,13,105,227,1473,5,14,200,5,No,225,175,yes,no,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"CHANGES IN THE BACTERIAL COMMUNITY STRUCTURE AND DIVERSITY OF CHAGAN LAKE SEDIMENTS, NORTHEASTERN CHINA","This study employed Illumina MiSeq high-throughput sequencing to explore the composition of the bacterial community of Chagan Lake sediments and its response to soil physicochemical properties. Our findings indicated that bacterial abundance and diversity are significantly correlated with water depth. Particularly, the bacterial alpha diversity and phyla relative abundance increased with water depth. Furthermore, the five dominant bacterial phyla in the bacterial community according to all plots were Proteobacteria, Chloroflexi, Acidobacteriota, and Actinobacteriota. Moreover, our findings indicated that electrical conductivity (EC), pH, and total carbon (TC) in sediments are important factors that affect the bacterial community structure and diversity of sediments. In summary, the bacterial community structure and diversity varied significantly in different plot sediments of Chagan Lake, which were regulated by soil nutrients and physical properties. The results of this study can be used to further explore the potential relationship between bacterial communities and the environment, and provide a scientific basis for the prediction of ecosystem structure and function of alpine inland wetlands.",soil environmental factors; soil physicochemical properties; bacterial composition; water depth; functional prediction,2022,20,5,10.15666/aeer/2005\_42574270,1589-1623,14,103,164,1213,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"CHARACTERISTICS OF DIARRHETIC SHELLFISH POISONS IN LAIZHOU BAY, BOHAI SEA, CHINA","Laizhou Bay in the Bohai Sea is an important shellfish mariculture area in China. The research aims to ascertain compositions and contents of shellfish toxins inducing diarrhetic shellfish poisoning (DSP) in the sea area with a method known as solid phase adsorption toxin tracking. The results showed that seawater in Dongying and Laizhou sea areas presents the same composition of DSP toxins (including OA, DTX-1 and PTX-2). The content of DSP toxins in the Dongying sea area was generally higher than that in the Laizhou sea area. The study addresses the gap in the knowledge of DSP toxin compositions and changes in shellfish mariculture areas within the sea area and provides basic data enabling strengthened supervision, thus guaranteeing the food safety of shellfish.",diarrhetic shellfish toxin; distribution; toxin tracking; okadaic acid; algal bloom,2022,20,6,10.15666/aeer/2006\_45994606,1589-1623,11,80,123,774,5,14,200,5,No,225,175,no,yes,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,CLIMATE CHANGE-INDUCED RANGE SHIFTS IN CHINESE ASH (FRAXINUS CHINENSIS) ALONG THREE GEOGRAPHICAL DIMENSIONS IN CHINA AT THE LATE 21ST CENTURY br,"In the present study, we establish a set of indicator systems to characterize the shifts in total range and core range of Chinese ash (Fraxinus chinensis) at three geographical dimensions under climate change scenarios in China by the year of 2070. The results show that current core range and total range areas were 1.3 x 106 km2 and 3.3 x 106 km2, accounting for 13.5\% and 34.4\% of the land area in China. The size of core range and total range areas will increase in varying degrees, depending on the CO2 emission concentration path. The average of future core range and total range areas were 1.95 x 106 km2 and 3.7 x 106 km2 across climate change scenarios, accounting for 20.3\% and 38.5\% of the land area in China. But, there was a difference in the centroid shift velocity and direction between the core and total ranges at the horizontal gradient. The average shift speed of total range is 11.39 km/decade toward northwest and that for core range is 9.32 km/decade toward northeast across climate scenarios. The average shift speed of the core range -9.05 m/decade downward and that for total range is 17.15 m/decade upward across climate change scenarios. This study indicates that the response of total range and core distribution range to climate change is not synchronous. Considering poleward or northward shift will underestimate about 2.2-20.1\% for total range and 21.2-56.3\% for core range. Thus, the study have important guiding significance for determining the potential shift route and adjust the shift speed for planting the tree species in response to future climate change. The indicator systems used here have a wide range of practicability and can applied to any species, region, or time.",Fraxinus chinensis; shift velocity; bioclimatic envelope model; centroid method; forest management; suitable habitat,2022,NA,NA,10.15666/aeer/2005\_44994513,1589-1623,21,144,285,1718,6,14,200,5,No,225,175,yes,no,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,CONVERSION OF WETLANDS TO FARMLAND AND FORESTS REDUCES SOIL MICROBIAL FUNCTIONAL DIVERSITY AND CARBON USE INTENSITY,"Changes in land use types typically lead to changes in soil ecosystem functions, and soil microorganisms can sensitively reflect soil quality and the evolution of different ecosystem functions. To characterize the impact of land use changes on the microbial function of wetlands, our study assessed three typical land use types (wetland, farmland, and forest land) in the Sanjiang Plain, and Biolog microplate technology was used to study the changes in the use intensity and functional diversity of different soil microbial carbon sources, as well as their relationship with soil physicochemical properties. Our findings indicated that the physical and chemical properties of soil changed significantly in different land use types (P < 0.05). The functional diversity and carbon source metabolism of wetland soil were significantly higher than those of farmland and forest. Furthermore, the utilization intensity of compound carbon sources was significantly higher than that of forests and farmland, whereas amino acids, esters, alcohols, amines, and acid carbon sources did not change significantly. Soil water content, total phosphorus, organic carbon, available phosphorus, and other physical and chemical factors affected soil microbial function in different land use types. This study provides key insights into the mechanisms through which land use changes affect soil microbial functions in the Sanjiang Plain, and it also serves as a theoretical basis for the protection and sustainable utilization of wetlands in the future.",Sanjiang Plain; reclamation; functional diversity; soil physicochemical; carbon source utilization efficiency,2022,20,5,10.15666/aeer/2005\_45534564,1589-1623,16,115,226,1534,5,14,200,5,No,225,175,yes,no,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,DETERMINATION OF THE CRITICAL PERIOD OF WEED CONTROL (CPWC) TO INCREASE THE YIELD OF BARLEY (HORDEUM VULGARE L.) CROP IN EGYPT,"The purpose of this study was to determine the effect of different weed competition periods on the growth and yield of an Egyptian barley crop under field conditions, as well as to estimate the critical period of weed control (CPWC) in barley. The treatments were arranged in a randomized complete block design with three replications (i.e., plots 4 x 4 m each) and consisted of a quantitative series of both increasing duration of weed interference and length of weed-free periods. The measured morphological parameters of barley plants were greater in non-weedy barley fields than in weedy barley fields. The shoot height of non-weedy barley plants was significantly (P < 0.05) higher than that of weedy plants. After 75 DAE (Days After Emergence) of weed infestation, the maximum height and plant density were obtained. The biomass of barley plants and their associated weeds was gradually increased until 45 DAE, when barley biomass continued to increase, while weed biomass decreased. The maximum barley yield in the weed-free plots was 3.2 t ha(-1) after 90 DAE, while it was 2.2 t ha(-1) in the weed-infested plots after 75 DAE. Based on a 10\% yield loss, the CPWC fell between 63 and 79 DAE, while a 5\% yield loss fell between 41 and 102 DAE. Weed presence prior to and after the CPWC is not expected to reduce crop yield. As a result, weed removal at the CPWC is critical to allow plants to grow to their full potential without being hampered by competition and, hence, crop yield loss.",Barley; weed management; logistic model; yield loss; experimental design,2022,20,5,10.15666/aeer/2005\_43214338,1589-1623,21,126,255,1497,5,14,200,5,No,225,175,yes,no,yes
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,DISTRIBUTIONAL RANGE SHIFTS IN RESPONSE TO CLIMATE CHANGE: A CASE STUDY OF CONIFER SPECIES ENDEMIC TO SOUTHWESTERN CHINA,"Climate change is widely expected to influence geographic distribution and range shifts of plant species. Southwestern China, which has been identified as one of the global biodiversity hotspots, is experiencing a warming trend that is well above the global average. Pinus yunnanensis is a mountainous conifer species endemic to southwestern China. However, little is known about its specific responses to future climate change. Here, based on a maximum entropy (MaxEnt) model, we integrated environmental factors, bioclimatic variables, and species occurrence data from extensive field surveys to project the potential suitable habitats of P. yunnanensis for the years 2050 and 2090 under two climate scenarios. According to our projections, P. yunnanensis generally experienced a suitable habitat loss in the coming decades, and there was a clear acceleration of habitat loss with the severity of climate scenarios. Moreover, the suitable habitat of P. yunnanensis showed a slight southward and downslope shift in response to climate change. Our results indicated that temperature-related factors and solar radiation, especially temperature seasonality, lowest temperature in the coldest month, and mean diurnal range, performed better than precipitation and topo-soil factors in explaining species distributional dynamics. In addition, we identified southern Sichuan and north-central Yunnan as long-term refuges for P. yunnanensis under future climate change, while southeastern Tibet should be protected as a priority conservation area. Our results can be used to guide long-term dynamic monitoring and provide a basis for conservation management of this endemic species.",coniferous forests; climate change; species distribution; conservation priority; mountain ecosystems,2022,NA,NA,10.15666/aeer/2101\_041058,1589-1623,18,120,239,1676,5,14,200,5,No,225,175,yes,no,yes
APPLIED VEGETATION SCIENCE,Best practice-Is natural revegetation sufficient to achieve mitigation goals in road construction?,"Aims The area influenced by road construction is large, and measures to re-establish vegetation in disturbed areas are routinely carried out to reduce impacts on biodiversity. However, goals of mitigation measures are often unclear, and the effects on biodiversity of mitigation measures is rarely monitored. We assessed the effects of different revegetation treatments (natural revegetation, seeding, planting) on vegetation development along highways, and on wildlife crossings of different age. Location Highways in southeast Norway. Methods We collected data on vascular plant species, vegetation cover and height, soil grain size and organic matter content, and compared the species composition, richness, and diversity of the restored sites with reference plots in the adjacent target vegetation (mature forest). Results Our results show a significantly higher richness and diversity in restored plots compared to reference plots, and an increased similarity of species composition over time. Species composition was most similar to reference plots in naturally revegetated plots and seeding seemed to reduce both species and functional trait composition similarity. Conclusions It is unrealistic that the defined target vegetation will develop on restored sites. Defining a realistic and achievable target vegetation for each road construction project in relation to land use, adjacent vegetation type and successional stage, as e.g., forest edge instead of forest, would be useful. While this may require more effort for management it will translate to higher mitigation success.",ecological restoration; mitigation measures; natural recovery; revegetation; road construction; vegetation development,2022,25,3,10.1111/avsc.12673,1402-2001,12,98,227,1587,6,NA,300,10,No,325,275,no,yes,yes
APPLIED VEGETATION SCIENCE,Classification of rocky outcrops plant communities in the mountains of Central Argentina,"Aims Classification of plant communities and identification of their diagnostic species in different types of rocky outcrops in mountains from Central Argentina. We also explored how these plant communities differ in their endemisms, chorotypes and non-natives species composition, as well as in rock chemistry, elevation and climatic variables. Location Cordoba Province, Central Argentina. Methods The study was based on 505 phytosociological releves collected from 2009 to 2019 using the Braun-Blanquet cover-abundance scale. The hierarchical ISOmetric feature mapping and Partition Around Medoids (ISOPAM) analysis was applied. The vegetation matrix was ordinated through isometric feature mapping (ISOMAP), and the geochemical and bioclimatic variables were related to the ISOMAP ordination. Results We identified 14 plant communities distributed in three main clusters. We recorded 59 endemic species at the national level and 28 narrow endemics, restricted to the study area and nearby mountains. The number of non-native plants was relatively low (26 species). Perennial herbs (221 species), grasses (97 species) and shrubs (68 species) were the most prominent life forms. Plant communities were associated with rock chemistry (carbonate and acidic rocks), and also with elevation and climatic variables. Conclusion This study highlights the remarkable heterogeneity of outcrop vegetation in Central Argentina. It reveals that elevation and rock type (geochemical composition) were relevant factors associated with the floristic composition of plant communities and also, that outcrop habitats comprise a high level of endemisms, as well as a low number of non-native species, suggesting a high value for the conservation of local and regional biodiversity.",Chaco Serrano; chorotypes; elevation; endemism; rock chemistry; rocky outcrops; vegetation classification,2022,25,4,10.1111/avsc.12686,1402-2001,12,88,249,1765,7,NA,300,10,No,325,275,no,yes,yes
APPLIED VEGETATION SCIENCE,Cryptogams and dwarf evergreen shrubs are vulnerable to nitrogen addition in a boreal permafrost peatland of Northeast China,"Aim Boreal peatlands are very sensitive to nitrogen (N) enrichment due to the low soil N availability. Our aim was to reveal how increased N availability altered plant composition in boreal permafrost peatlands with dense vascular plants (>50\%). Location Greater Khingan Mountains, Northeast China. Methods A nitrogen addition experiment with four N addition levels (0, 3, 6, and 12 g N m(-2) year(-1)) was conducted in a poor fen in the continuous permafrost zone with vascular plant coverage above 60\%. Plant diversity, community composition, and above-ground biomass were investigated after four, six, and eight years of N addition. Results Nitrogen addition decreased species richness and diversity but enhanced total above-ground biomass. Plant height determined the plants' responses to N addition, and the magnitudes increased with N addition level and experimental duration. The relative coverage of high-stature (>50 cm) species increased, but the relative coverage of low-stature (<50 cm) species decreased with elevating N addition levels. When N addition proceeded, the relative coverage and above-ground biomass of tall deciduous shrubs and nitrophilous grasses increased, whereas the relative coverage and above-ground biomass of dwarf evergreen shrubs, mosses, and lichens declined. Regardless of N addition levels, cryptogams (i.e., mosses and lichens) and a dwarf evergreen shrub (Chamaedaphne calyculata) disappeared after eight-year N addition. Conclusions Cryptogams and dwarf evergreen shrubs are highly vulnerable to increased N availability, and N enrichment-induced biodiversity loss, especially the disappearance of cryptogams, will deteriorate ecosystem structure and function in boreal permafrost peatlands.",biodiversity loss; light competition; minerotrophic poor fen; nitrogen enrichment; sphagnum mosses,2022,25,4,10.1111/avsc.12691,1402-2001,18,124,243,1736,5,NA,300,10,No,325,275,no,yes,yes
APPLIED VEGETATION SCIENCE,Deferment associated to contrasting grazing intensities affects root/shoot biomass allocation in natural grasslands,"Questions (i) How does a strategic deferment influence both shoot and root biomass in South American Campos natural grassland after a long time of contrasting livestock grazing intensities? (ii) How do functional strategies of plants to tolerate or avoid grazing affect patterns of aboveground and belowground biomass? Location A natural Campos grassland in the Central Depression of Rio Grande do Sul State, Southern Brazil (latitude 30 degrees 05 ` 27 `' S, longitude 51 degrees 40 ` 18 `' W, and altitude 46 m). Methods We studied the effects of deferments (spring or autumn) at moderate and severe livestock grazing intensities (maintained by adjusting contrasting forage allowances during 25 years) on the cover of dominant species, and aboveground and belowground biomass. The experiment was arranged in a completely randomized design with three replications of grazing exclusions, applied simultaneously at moderate and severe grazing intensities. Measurements of above- and belowground biomass and the coverage of the five dominant species were performed before and after grazing exclusion periods. Results Under severe grazing intensity, erect-growing grasses were replaced by prostrate species, which were able at least to maintain the belowground biomass found at moderate grazing intensity. In response to deferments, severe grazing intensity changed toward a significant increase in aboveground biomass and in the coverage of plants with erect growing habit. However, total belowground biomass remained unaffected by exclusions in both grazing intensities. The relation of root:shoot biomass was lower under moderate grazing intensity, and showed a negative response to deferment treatments at severe grazing intensity. Conclusion Long-term contrasting grazing intensities applied in South American Campos grasslands determine several changes in above- and belowground relationships. Prevalence of prostrate plants under severe grazing is associated with a high partitioning capacity of assimilates toward the subterranean biomass, higher than in the tall species predominant under moderate grazing. The fast recovery of aboveground biomass, the maintenance of the underground biomass and the increase of tall grasses in response to deferments reveals the high resilience capacity of this ecosystem after a long-term period of overgrazing.",aboveground biomass; botanical composition; long-term experiment; root; shoot biomass,2022,25,3,10.1111/avsc.12671,1402-2001,13,115,338,2352,5,NA,300,10,No,325,275,yes,no,yes
